id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens,pos_tags,entities
4636,"I have not received my refund of ₹499 that was approved on May 7, 2026. Please provide an update.",Billing,Negative,High,19,i have not received my refund of that was approved on may please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'may', 'please', 'provide', 'an', 'update']","['received', 'refund', 'approved', 'may', 'please', 'provide', 'update']","['received', 'refund', 'approved', 'may', 'please', 'provide', 'update']","[('received', 'VBN'), ('refund', 'NN'), ('approved', 'VBD'), ('may', 'MD'), ('please', 'VB'), ('provide', 'VB'), ('update', 'JJ')]","[{'text': '499', 'label': 'MONEY'}, {'text': 'May 7, 2026', 'label': 'DATE'}]"
4637,I am unable to download my invoice for the month of June. The download button is not working.,Billing,Neutral,Medium,18,i am unable to download my invoice for the month of june the download button is not working,"['i', 'am', 'unable', 'to', 'download', 'my', 'invoice', 'for', 'the', 'month', 'of', 'june', 'the', 'download', 'button', 'is', 'not', 'working']","['unable', 'download', 'invoice', 'month', 'june', 'download', 'button', 'working']","['unable', 'download', 'invoice', 'month', 'june', 'download', 'button', 'working']","[('unable', 'JJ'), ('download', 'NN'), ('invoice', 'JJ'), ('month', 'NN'), ('june', 'NN'), ('download', 'NN'), ('button', 'NN'), ('working', 'VBG')]","[{'text': 'the month of June', 'label': 'DATE'}]"
4638,The event was cancelled without any notice and I need a full refund for my ticket worth ₹999.,Refund,Neutral,High,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']","['event', 'cancelled', 'without', 'notice', 'need', 'full', 'refund', 'ticket', 'worth']","['event', 'cancelled', 'without', 'notice', 'need', 'full', 'refund', 'ticket', 'worth']","[('event', 'NN'), ('cancelled', 'VBD'), ('without', 'IN'), ('notice', 'NNS'), ('need', 'VBP'), ('full', 'JJ'), ('refund', 'NN'), ('ticket', 'NN'), ('worth', 'NN')]","[{'text': '999', 'label': 'MONEY'}]"
4639,The product I received was completely different from what was described on your website. I need a refund.,Refund,Negative,Medium,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']","['product', 'received', 'completely', 'different', 'described', 'website', 'need', 'refund']","['product', 'received', 'completely', 'different', 'described', 'website', 'need', 'refund']","[('product', 'NN'), ('received', 'VBD'), ('completely', 'RB'), ('different', 'JJ'), ('described', 'VBN'), ('website', 'JJ'), ('need', 'NN'), ('refund', 'NN')]",[]
4640,I need to merge two accounts that I accidentally created with different email addresses.,Account,Negative,Critical,14,i need to merge two accounts that i accidentally created with different email addresses,"['i', 'need', 'to', 'merge', 'two', 'accounts', 'that', 'i', 'accidentally', 'created', 'with', 'different', 'email', 'addresses']","['need', 'merge', 'two', 'accounts', 'accidentally', 'created', 'different', 'email', 'addresses']","['need', 'merge', 'two', 'account', 'accidentally', 'created', 'different', 'email', 'address']","[('need', 'MD'), ('merge', 'VB'), ('two', 'CD'), ('account', 'NN'), ('accidentally', 'RB'), ('created', 'VBD'), ('different', 'JJ'), ('email', 'NN'), ('address', 'NN')]","[{'text': 'two', 'label': 'CARDINAL'}]"
4641,I am filing a formal complaint about the misleading information provided on your website regarding pricing.,Complaint,Negative,Critical,16,i am filing a formal complaint about the misleading information provided on your website regarding pricing,"['i', 'am', 'filing', 'a', 'formal', 'complaint', 'about', 'the', 'misleading', 'information', 'provided', 'on', 'your', 'website', 'regarding', 'pricing']","['filing', 'formal', 'complaint', 'misleading', 'information', 'provided', 'website', 'regarding', 'pricing']","['filing', 'formal', 'complaint', 'misleading', 'information', 'provided', 'website', 'regarding', 'pricing']","[('filing', 'VBG'), ('formal', 'JJ'), ('complaint', 'NN'), ('misleading', 'VBG'), ('information', 'NN'), ('provided', 'VBD'), ('website', 'JJ'), ('regarding', 'VBG'), ('pricing', 'NN')]",[]
4642,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Positive,Medium,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']","['system', 'requirements', 'run', 'application', 'windows', 'macos', 'monterey']","['system', 'requirement', 'run', 'application', 'window', 'macos', 'monterey']","[('system', 'NN'), ('requirement', 'JJ'), ('run', 'NN'), ('application', 'NN'), ('window', 'NN'), ('macos', 'NN'), ('monterey', 'NN')]","[{'text': 'Windows 11', 'label': 'LAW'}, {'text': 'macOS Monterey', 'label': 'PERSON'}]"
4643,The integration with third-party tools like Jira would make your product much more useful for teams.,Feedback,Positive,Medium,16,the integration with third party tools like jira would make your product much more useful for teams,"['the', 'integration', 'with', 'third', 'party', 'tools', 'like', 'jira', 'would', 'make', 'your', 'product', 'much', 'more', 'useful', 'for', 'teams']","['integration', 'third', 'party', 'tools', 'like', 'jira', 'would', 'make', 'product', 'much', 'useful', 'teams']","['integration', 'third', 'party', 'tool', 'like', 'jira', 'would', 'make', 'product', 'much', 'useful', 'team']","[('integration', 'NN'), ('third', 'JJ'), ('party', 'NN'), ('tool', 'NN'), ('like', 'IN'), ('jira', 'NN'), ('would', 'MD'), ('make', 'VB'), ('product', 'NN'), ('much', 'JJ'), ('useful', 'JJ'), ('team', 'NN')]","[{'text': 'third', 'label': 'ORDINAL'}, {'text': 'Jira', 'label': 'PERSON'}]"
4644,My hotel booking was cancelled due to unavailability but my refund of $99 has not arrived.,Refund,Negative,Medium,16,my hotel booking was cancelled due to unavailability but my refund of has not arrived,"['my', 'hotel', 'booking', 'was', 'cancelled', 'due', 'to', 'unavailability', 'but', 'my', 'refund', 'of', 'has', 'not', 'arrived']","['hotel', 'booking', 'cancelled', 'due', 'unavailability', 'refund', 'arrived']","['hotel', 'booking', 'cancelled', 'due', 'unavailability', 'refund', 'arrived']","[('hotel', 'NN'), ('booking', 'VBG'), ('cancelled', 'VBD'), ('due', 'JJ'), ('unavailability', 'NN'), ('refund', 'NN'), ('arrived', 'VBD')]","[{'text': '99', 'label': 'MONEY'}]"
4645,"I want to escalate my complaint to the senior management as the issue remains unresolved since November 20, 2025.",Complaint,Neutral,High,19,i want to escalate my complaint to the senior management as the issue remains unresolved since november,"['i', 'want', 'to', 'escalate', 'my', 'complaint', 'to', 'the', 'senior', 'management', 'as', 'the', 'issue', 'remains', 'unresolved', 'since', 'november']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'november']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'november']","[('want', 'JJ'), ('escalate', 'NN'), ('complaint', 'NN'), ('senior', 'JJ'), ('management', 'NN'), ('issue', 'NN'), ('remains', 'VBZ'), ('unresolved', 'JJ'), ('since', 'IN'), ('november', 'NN')]","[{'text': 'November 20, 2025', 'label': 'DATE'}]"
4646,Can you please tell me about the pricing plans available for enterprise customers with more than 200 users?,General Inquiry,Neutral,Low,18,can you please tell me about the pricing plans available for enterprise customers with more than users,"['can', 'you', 'please', 'tell', 'me', 'about', 'the', 'pricing', 'plans', 'available', 'for', 'enterprise', 'customers', 'with', 'more', 'than', 'users']","['please', 'tell', 'pricing', 'plans', 'available', 'enterprise', 'customers', 'users']","['please', 'tell', 'pricing', 'plan', 'available', 'enterprise', 'customer', 'user']","[('please', 'VB'), ('tell', 'VB'), ('pricing', 'NN'), ('plan', 'NN'), ('available', 'JJ'), ('enterprise', 'NN'), ('customer', 'NN'), ('user', 'NN')]","[{'text': 'more than 200', 'label': 'CARDINAL'}]"
4647,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Negative,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']","['pricing', 'plans', 'flexible', 'enough', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'starter', 'plan']","['pricing', 'plan', 'flexible', 'enough', 'small', 'business', 'like', 'mine', 'please', 'consider', 'starter', 'plan']","[('pricing', 'NN'), ('plan', 'NN'), ('flexible', 'JJ'), ('enough', 'RB'), ('small', 'JJ'), ('business', 'NN'), ('like', 'IN'), ('mine', 'NN'), ('please', 'NN'), ('consider', 'VB'), ('starter', 'NN'), ('plan', 'NN')]",[]
4648,"I want to escalate my complaint to the senior management as the issue remains unresolved since December 15, 2025.",Complaint,Neutral,High,19,i want to escalate my complaint to the senior management as the issue remains unresolved since december,"['i', 'want', 'to', 'escalate', 'my', 'complaint', 'to', 'the', 'senior', 'management', 'as', 'the', 'issue', 'remains', 'unresolved', 'since', 'december']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'december']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'december']","[('want', 'JJ'), ('escalate', 'NN'), ('complaint', 'NN'), ('senior', 'JJ'), ('management', 'NN'), ('issue', 'NN'), ('remains', 'VBZ'), ('unresolved', 'JJ'), ('since', 'IN'), ('december', 'NN')]","[{'text': 'December 15, 2025', 'label': 'DATE'}]"
4649,I have been waiting for a resolution for 30 days and no one has bothered to follow up with me.,Complaint,Neutral,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']","['waiting', 'resolution', 'days', 'one', 'bothered', 'follow']","['waiting', 'resolution', 'day', 'one', 'bothered', 'follow']","[('waiting', 'VBG'), ('resolution', 'NN'), ('day', 'NN'), ('one', 'CD'), ('bothered', 'VBN'), ('follow', 'NN')]","[{'text': '30 days', 'label': 'DATE'}]"
4650,The notification emails are going to spam even after whitelisting your domain. Please help.,Technical,Neutral,High,14,the notification emails are going to spam even after whitelisting your domain please help,"['the', 'notification', 'emails', 'are', 'going', 'to', 'spam', 'even', 'after', 'whitelisting', 'your', 'domain', 'please', 'help']","['notification', 'emails', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']","['notification', 'email', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']","[('notification', 'NN'), ('email', 'NN'), ('going', 'VBG'), ('spam', 'JJ'), ('even', 'RB'), ('whitelisting', 'VBG'), ('domain', 'NN'), ('please', 'NN'), ('help', 'NN')]",[]
4651,"My account preferences are not being saved. Every time I log out, the settings reset to default.",Account,Neutral,High,17,my account preferences are not being saved every time i log out the settings reset to default,"['my', 'account', 'preferences', 'are', 'not', 'being', 'saved', 'every', 'time', 'i', 'log', 'out', 'the', 'settings', 'reset', 'to', 'default']","['account', 'preferences', 'saved', 'every', 'time', 'log', 'settings', 'reset', 'default']","['account', 'preference', 'saved', 'every', 'time', 'log', 'setting', 'reset', 'default']","[('account', 'NN'), ('preference', 'NN'), ('saved', 'VBD'), ('every', 'DT'), ('time', 'NN'), ('log', 'NN'), ('setting', 'VBG'), ('reset', 'NN'), ('default', 'NN')]",[]
4652,The two-factor authentication code is not being delivered to my phone number +1-555-0123.,Technical,Neutral,High,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']","[('two', 'CD'), ('factor', 'NN'), ('authentication', 'NN'), ('code', 'NN'), ('delivered', 'VBD'), ('phone', 'NN'), ('number', 'NN')]","[{'text': 'two', 'label': 'CARDINAL'}, {'text': '+1-555-0123', 'label': 'NORP'}]"
4653,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Neutral,Low,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']","['offer', 'discounts', 'educational', 'institutions', 'non', 'profit', 'organizations']","['offer', 'discount', 'educational', 'institution', 'non', 'profit', 'organization']","[('offer', 'NN'), ('discount', 'NN'), ('educational', 'JJ'), ('institution', 'NN'), ('non', 'NN'), ('profit', 'NN'), ('organization', 'NN')]",[]
4654,Your product quality has severely degraded. What I received was nothing like what was advertised.,Complaint,Neutral,Critical,15,your product quality has severely degraded what i received was nothing like what was advertised,"['your', 'product', 'quality', 'has', 'severely', 'degraded', 'what', 'i', 'received', 'was', 'nothing', 'like', 'what', 'was', 'advertised']","['product', 'quality', 'severely', 'degraded', 'received', 'nothing', 'like', 'advertised']","['product', 'quality', 'severely', 'degraded', 'received', 'nothing', 'like', 'advertised']","[('product', 'NN'), ('quality', 'NN'), ('severely', 'RB'), ('degraded', 'VBD'), ('received', 'JJ'), ('nothing', 'NN'), ('like', 'IN'), ('advertised', 'VBD')]",[]
4655,I received a bill for $149 but my plan is for $89 per month. Please correct this billing error.,Billing,Neutral,High,19,i received a bill for but my plan is for per month please correct this billing error,"['i', 'received', 'a', 'bill', 'for', 'but', 'my', 'plan', 'is', 'for', 'per', 'month', 'please', 'correct', 'this', 'billing', 'error']","['received', 'bill', 'plan', 'per', 'month', 'please', 'correct', 'billing', 'error']","['received', 'bill', 'plan', 'per', 'month', 'please', 'correct', 'billing', 'error']","[('received', 'VBN'), ('bill', 'NN'), ('plan', 'NN'), ('per', 'IN'), ('month', 'NN'), ('please', 'NN'), ('correct', 'JJ'), ('billing', 'NN'), ('error', 'NN')]","[{'text': '149', 'label': 'MONEY'}, {'text': '89', 'label': 'MONEY'}]"
4656,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Neutral,Low,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']","['system', 'requirements', 'run', 'application', 'windows', 'macos', 'monterey']","['system', 'requirement', 'run', 'application', 'window', 'macos', 'monterey']","[('system', 'NN'), ('requirement', 'JJ'), ('run', 'NN'), ('application', 'NN'), ('window', 'NN'), ('macos', 'NN'), ('monterey', 'NN')]","[{'text': 'Windows 11', 'label': 'LAW'}, {'text': 'macOS Monterey', 'label': 'PERSON'}]"
4657,Your website is showing a 404 error on the checkout page. I am unable to complete my purchase.,Technical,Negative,High,18,your website is showing a error on the checkout page i am unable to complete my purchase,"['your', 'website', 'is', 'showing', 'a', 'error', 'on', 'the', 'checkout', 'page', 'i', 'am', 'unable', 'to', 'complete', 'my', 'purchase']","['website', 'showing', 'error', 'checkout', 'page', 'unable', 'complete', 'purchase']","['website', 'showing', 'error', 'checkout', 'page', 'unable', 'complete', 'purchase']","[('website', 'JJ'), ('showing', 'VBG'), ('error', 'NN'), ('checkout', 'NN'), ('page', 'NN'), ('unable', 'JJ'), ('complete', 'JJ'), ('purchase', 'NN')]","[{'text': '404', 'label': 'CARDINAL'}]"
4658,I need to change my payment method from credit card to bank transfer for future invoices.,Billing,Neutral,High,16,i need to change my payment method from credit card to bank transfer for future invoices,"['i', 'need', 'to', 'change', 'my', 'payment', 'method', 'from', 'credit', 'card', 'to', 'bank', 'transfer', 'for', 'future', 'invoices']","['need', 'change', 'payment', 'method', 'credit', 'card', 'bank', 'transfer', 'future', 'invoices']","['need', 'change', 'payment', 'method', 'credit', 'card', 'bank', 'transfer', 'future', 'invoice']","[('need', 'NN'), ('change', 'NN'), ('payment', 'NN'), ('method', 'NN'), ('credit', 'NN'), ('card', 'NN'), ('bank', 'NN'), ('transfer', 'NN'), ('future', 'JJ'), ('invoice', 'NN')]",[]
4659,I have been charged twice for the same invoice #INV-20871. Please refund the duplicate charge of ₹499.,Billing,Neutral,Medium,17,i have been charged twice for the same invoice inv please refund the duplicate charge of,"['i', 'have', 'been', 'charged', 'twice', 'for', 'the', 'same', 'invoice', 'inv', 'please', 'refund', 'the', 'duplicate', 'charge', 'of']","['charged', 'twice', 'invoice', 'inv', 'please', 'refund', 'duplicate', 'charge']","['charged', 'twice', 'invoice', 'inv', 'please', 'refund', 'duplicate', 'charge']","[('charged', 'VBN'), ('twice', 'RB'), ('invoice', 'JJ'), ('inv', 'JJ'), ('please', 'NN'), ('refund', 'NN'), ('duplicate', 'NN'), ('charge', 'NN')]","[{'text': 'INV-20871', 'label': 'MONEY'}, {'text': '499', 'label': 'MONEY'}]"
4660,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'setting']","[('unable', 'JJ'), ('change', 'NN'), ('username', 'JJ'), ('option', 'NN'), ('greyed', 'VBD'), ('account', 'NN'), ('setting', 'NN')]",[]
4661,The EMI deduction of $299 failed this month. Please help me complete the payment.,Billing,Neutral,Medium,14,the emi deduction of failed this month please help me complete the payment,"['the', 'emi', 'deduction', 'of', 'failed', 'this', 'month', 'please', 'help', 'me', 'complete', 'the', 'payment']","['emi', 'deduction', 'failed', 'month', 'please', 'help', 'complete', 'payment']","['emi', 'deduction', 'failed', 'month', 'please', 'help', 'complete', 'payment']","[('emi', 'JJ'), ('deduction', 'NN'), ('failed', 'VBD'), ('month', 'NN'), ('please', 'VB'), ('help', 'NN'), ('complete', 'JJ'), ('payment', 'NN')]","[{'text': 'EMI', 'label': 'ORG'}, {'text': '299', 'label': 'MONEY'}, {'text': 'this month', 'label': 'DATE'}]"
4662,I want to share positive feedback about your customer support agent Amit who was extremely helpful.,Feedback,Positive,Low,16,i want to share positive feedback about your customer support agent amit who was extremely helpful,"['i', 'want', 'to', 'share', 'positive', 'feedback', 'about', 'your', 'customer', 'support', 'agent', 'amit', 'who', 'was', 'extremely', 'helpful']","['want', 'share', 'positive', 'feedback', 'customer', 'support', 'agent', 'amit', 'extremely', 'helpful']","['want', 'share', 'positive', 'feedback', 'customer', 'support', 'agent', 'amit', 'extremely', 'helpful']","[('want', 'JJ'), ('share', 'NN'), ('positive', 'JJ'), ('feedback', 'NN'), ('customer', 'NN'), ('support', 'NN'), ('agent', 'NN'), ('amit', 'NN'), ('extremely', 'RB'), ('helpful', 'JJ')]",[]
4663,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Low,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","[('process', 'NN'), ('requesting', 'VBG'), ('custom', 'JJ'), ('feature', 'NN'), ('reporting', 'VBG'), ('product', 'NN'), ('bug', 'NN'), ('team', 'NN')]",[]
4664,Can you confirm if your service is available in Canada and if pricing is in local currency?,General Inquiry,Positive,Medium,17,can you confirm if your service is available in canada and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'canada', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']","['confirm', 'service', 'available', 'canada', 'pricing', 'local', 'currency']","['confirm', 'service', 'available', 'canada', 'pricing', 'local', 'currency']","[('confirm', 'NN'), ('service', 'NN'), ('available', 'JJ'), ('canada', 'NN'), ('pricing', 'NN'), ('local', 'JJ'), ('currency', 'NN')]","[{'text': 'Canada', 'label': 'GPE'}]"
4665,"My complaint submitted on March 3, 2026 with ticket #TKT-67823 has been closed without being resolved. Please reopen.",Complaint,Negative,Critical,18,my complaint submitted on march with ticket tkt has been closed without being resolved please reopen,"['my', 'complaint', 'submitted', 'on', 'march', 'with', 'ticket', 'tkt', 'has', 'been', 'closed', 'without', 'being', 'resolved', 'please', 'reopen']","['complaint', 'submitted', 'march', 'ticket', 'tkt', 'closed', 'without', 'resolved', 'please', 'reopen']","['complaint', 'submitted', 'march', 'ticket', 'tkt', 'closed', 'without', 'resolved', 'please', 'reopen']","[('complaint', 'NN'), ('submitted', 'VBN'), ('march', 'NN'), ('ticket', 'NN'), ('tkt', 'NN'), ('closed', 'VBD'), ('without', 'IN'), ('resolved', 'VBN'), ('please', 'NN'), ('reopen', 'VB')]","[{'text': 'March 3, 2026', 'label': 'DATE'}, {'text': 'TKT-67823', 'label': 'PERSON'}]"
4666,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Low,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']","['security', 'measures', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","['security', 'measure', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","[('security', 'NN'), ('measure', 'NN'), ('company', 'NN'), ('take', 'VB'), ('protect', 'JJ'), ('customer', 'NN'), ('data', 'NNS'), ('prevent', 'NN'), ('unauthorized', 'JJ'), ('access', 'NN')]",[]
4667,The customer portal is very well designed and easy to navigate. My overall experience has been excellent.,Feedback,Negative,Low,17,the customer portal is very well designed and easy to navigate my overall experience has been excellent,"['the', 'customer', 'portal', 'is', 'very', 'well', 'designed', 'and', 'easy', 'to', 'navigate', 'my', 'overall', 'experience', 'has', 'been', 'excellent']","['customer', 'portal', 'well', 'designed', 'easy', 'navigate', 'overall', 'experience', 'excellent']","['customer', 'portal', 'well', 'designed', 'easy', 'navigate', 'overall', 'experience', 'excellent']","[('customer', 'NN'), ('portal', 'NN'), ('well', 'RB'), ('designed', 'VBN'), ('easy', 'JJ'), ('navigate', 'JJ'), ('overall', 'JJ'), ('experience', 'NN'), ('excellent', 'NN')]",[]
4668,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Neutral,Low,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","[('process', 'NN'), ('upgrading', 'VBG'), ('current', 'JJ'), ('plan', 'NN'), ('basic', 'JJ'), ('premium', 'NN'), ('lose', 'NN'), ('data', 'NNS')]",[]
4669,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'setting']","[('unable', 'JJ'), ('change', 'NN'), ('username', 'JJ'), ('option', 'NN'), ('greyed', 'VBD'), ('account', 'NN'), ('setting', 'NN')]",[]
4670,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Positive,Low,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']","['system', 'requirements', 'run', 'application', 'windows', 'macos', 'monterey']","['system', 'requirement', 'run', 'application', 'window', 'macos', 'monterey']","[('system', 'NN'), ('requirement', 'JJ'), ('run', 'NN'), ('application', 'NN'), ('window', 'NN'), ('macos', 'NN'), ('monterey', 'NN')]","[{'text': 'Windows 11', 'label': 'LAW'}, {'text': 'macOS Monterey', 'label': 'PERSON'}]"
4671,The two-factor authentication code is not being delivered to my phone number +91-8765432109.,Technical,Negative,High,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']","[('two', 'CD'), ('factor', 'NN'), ('authentication', 'NN'), ('code', 'NN'), ('delivered', 'VBD'), ('phone', 'NN'), ('number', 'NN')]","[{'text': 'two', 'label': 'CARDINAL'}]"
4672,"The product arrived damaged and I sent it back. My refund of ₹10,000 has not been initiated yet.",Refund,Negative,Medium,18,the product arrived damaged and i sent it back my refund of has not been initiated yet,"['the', 'product', 'arrived', 'damaged', 'and', 'i', 'sent', 'it', 'back', 'my', 'refund', 'of', 'has', 'not', 'been', 'initiated', 'yet']","['product', 'arrived', 'damaged', 'sent', 'back', 'refund', 'initiated', 'yet']","['product', 'arrived', 'damaged', 'sent', 'back', 'refund', 'initiated', 'yet']","[('product', 'NN'), ('arrived', 'VBD'), ('damaged', 'VBN'), ('sent', 'NN'), ('back', 'RB'), ('refund', 'NN'), ('initiated', 'VBD'), ('yet', 'RB')]","[{'text': '10,000', 'label': 'MONEY'}]"
4673,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Neutral,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']","['sync', 'data', 'across', 'devices', 'sync', 'working', 'fine', 'last', 'update']","['sync', 'data', 'across', 'device', 'sync', 'working', 'fine', 'last', 'update']","[('sync', 'NN'), ('data', 'NNS'), ('across', 'IN'), ('device', 'NN'), ('sync', 'NN'), ('working', 'VBG'), ('fine', 'JJ'), ('last', 'JJ'), ('update', 'NN')]",[]
4674,Can you confirm if your service is available in UAE and if pricing is in local currency?,General Inquiry,Neutral,Low,17,can you confirm if your service is available in uae and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'uae', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']","['confirm', 'service', 'available', 'uae', 'pricing', 'local', 'currency']","['confirm', 'service', 'available', 'uae', 'pricing', 'local', 'currency']","[('confirm', 'NN'), ('service', 'NN'), ('available', 'JJ'), ('uae', 'JJ'), ('pricing', 'NN'), ('local', 'JJ'), ('currency', 'NN')]","[{'text': 'UAE', 'label': 'GPE'}]"
4675,"My monthly bill shows additional charges that were not part of my original plan. Total charged: ₹1,499.",Billing,Negative,High,17,my monthly bill shows additional charges that were not part of my original plan total charged,"['my', 'monthly', 'bill', 'shows', 'additional', 'charges', 'that', 'were', 'not', 'part', 'of', 'my', 'original', 'plan', 'total', 'charged']","['monthly', 'bill', 'shows', 'additional', 'charges', 'part', 'original', 'plan', 'total', 'charged']","['monthly', 'bill', 'show', 'additional', 'charge', 'part', 'original', 'plan', 'total', 'charged']","[('monthly', 'JJ'), ('bill', 'NN'), ('show', 'VBP'), ('additional', 'JJ'), ('charge', 'NN'), ('part', 'NN'), ('original', 'JJ'), ('plan', 'NN'), ('total', 'JJ'), ('charged', 'VBD')]","[{'text': 'monthly', 'label': 'DATE'}, {'text': '1,499', 'label': 'MONEY'}]"
