id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens
4377,My hotel booking was cancelled due to unavailability but my refund of $19.99 has not arrived.,Refund,Negative,High,16,my hotel booking was cancelled due to unavailability but my refund of has not arrived,"['my', 'hotel', 'booking', 'was', 'cancelled', 'due', 'to', 'unavailability', 'but', 'my', 'refund', 'of', 'has', 'not', 'arrived']","['hotel', 'booking', 'cancelled', 'due', 'unavailability', 'refund', 'arrived']","['hotel', 'booking', 'cancelled', 'due', 'unavailability', 'refund', 'arrived']"
4378,"My subscription renewed automatically for ₹7,200 but I had cancelled it last month. Please refund immediately.",Billing,Negative,Medium,16,my subscription renewed automatically for but i had cancelled it last month please refund immediately,"['my', 'subscription', 'renewed', 'automatically', 'for', 'but', 'i', 'had', 'cancelled', 'it', 'last', 'month', 'please', 'refund', 'immediately']","['subscription', 'renewed', 'automatically', 'cancelled', 'last', 'month', 'please', 'refund', 'immediately']","['subscription', 'renewed', 'automatically', 'cancelled', 'last', 'month', 'please', 'refund', 'immediately']"
4379,"The service was not delivered as promised. I am requesting a partial refund of ₹2,000.",Refund,Negative,Medium,15,the service was not delivered as promised i am requesting a partial refund of,"['the', 'service', 'was', 'not', 'delivered', 'as', 'promised', 'i', 'am', 'requesting', 'a', 'partial', 'refund', 'of']","['service', 'delivered', 'promised', 'requesting', 'partial', 'refund']","['service', 'delivered', 'promised', 'requesting', 'partial', 'refund']"
4380,Is there a free trial available for your enterprise plan? How long is the trial period?,General Inquiry,Neutral,Low,16,is there a free trial available for your enterprise plan how long is the trial period,"['is', 'there', 'a', 'free', 'trial', 'available', 'for', 'your', 'enterprise', 'plan', 'how', 'long', 'is', 'the', 'trial', 'period']","['free', 'trial', 'available', 'enterprise', 'plan', 'long', 'trial', 'period']","['free', 'trial', 'available', 'enterprise', 'plan', 'long', 'trial', 'period']"
4381,The notification emails are going to spam even after whitelisting your domain. Please help.,Technical,Negative,High,14,the notification emails are going to spam even after whitelisting your domain please help,"['the', 'notification', 'emails', 'are', 'going', 'to', 'spam', 'even', 'after', 'whitelisting', 'your', 'domain', 'please', 'help']","['notification', 'emails', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']","['notification', 'email', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']"
4382,My account shows outstanding balance of $299 but I have already paid. Please verify and update.,Billing,Negative,Medium,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']","['account', 'shows', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","['account', 'show', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']"
4383,"I am getting error code ERR_500 when trying to log in to the system. This has been happening since June 1, 2026.",Technical,Negative,High,22,i am getting error code err when trying to log in to the system this has been happening since june,"['i', 'am', 'getting', 'error', 'code', 'err', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'june']","['getting', 'error', 'code', 'err', 'trying', 'log', 'system', 'happening', 'since', 'june']","['getting', 'error', 'code', 'err', 'trying', 'log', 'system', 'happening', 'since', 'june']"
4384,"I was promised a callback within 24 hours on May 7, 2026 but no one called. This is unacceptable.",Complaint,Neutral,High,19,i was promised a callback within hours on may but no one called this is unacceptable,"['i', 'was', 'promised', 'a', 'callback', 'within', 'hours', 'on', 'may', 'but', 'no', 'one', 'called', 'this', 'is', 'unacceptable']","['promised', 'callback', 'within', 'hours', 'may', 'one', 'called', 'unacceptable']","['promised', 'callback', 'within', 'hour', 'may', 'one', 'called', 'unacceptable']"
4385,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Negative,Low,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']"
4386,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Positive,Medium,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']","['happy', 'recent', 'improvements', 'mobile', 'app', 'new', 'features', 'excellent']","['happy', 'recent', 'improvement', 'mobile', 'app', 'new', 'feature', 'excellent']"
4387,"Please update my billing address on my account. My new address is 123 MG Road, Bangalore, KA 560001.",Billing,Negative,High,18,please update my billing address on my account my new address is mg road bangalore ka,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']"
4388,The video tutorials on your website are outdated and do not reflect the current version of the software.,Feedback,Negative,Low,18,the video tutorials on your website are outdated and do not reflect the current version of the software,"['the', 'video', 'tutorials', 'on', 'your', 'website', 'are', 'outdated', 'and', 'do', 'not', 'reflect', 'the', 'current', 'version', 'of', 'the', 'software']","['video', 'tutorials', 'website', 'outdated', 'reflect', 'current', 'version', 'software']","['video', 'tutorial', 'website', 'outdated', 'reflect', 'current', 'version', 'software']"
4389,I forgot the answer to my security question and cannot recover my account through the normal process.,Account,Neutral,Critical,17,i forgot the answer to my security question and cannot recover my account through the normal process,"['i', 'forgot', 'the', 'answer', 'to', 'my', 'security', 'question', 'and', 'can', 'not', 'recover', 'my', 'account', 'through', 'the', 'normal', 'process']","['forgot', 'answer', 'security', 'question', 'recover', 'account', 'normal', 'process']","['forgot', 'answer', 'security', 'question', 'recover', 'account', 'normal', 'process']"
4390,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Neutral,High,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']"
4391,"I want to escalate my complaint to the senior management as the issue remains unresolved since January 5, 2026.",Complaint,Negative,High,19,i want to escalate my complaint to the senior management as the issue remains unresolved since january,"['i', 'want', 'to', 'escalate', 'my', 'complaint', 'to', 'the', 'senior', 'management', 'as', 'the', 'issue', 'remains', 'unresolved', 'since', 'january']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'january']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'january']"
4392,"I have not received my refund of $149 that was approved on April 18, 2026. Please provide an update.",Billing,Neutral,Medium,19,i have not received my refund of that was approved on april please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'april', 'please', 'provide', 'an', 'update']","['received', 'refund', 'approved', 'april', 'please', 'provide', 'update']","['received', 'refund', 'approved', 'april', 'please', 'provide', 'update']"
4393,"I was charged for a service I never used. Please process a refund of ₹15,000 to my account.",Refund,Negative,Medium,18,i was charged for a service i never used please process a refund of to my account,"['i', 'was', 'charged', 'for', 'a', 'service', 'i', 'never', 'used', 'please', 'process', 'a', 'refund', 'of', 'to', 'my', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']"
4394,Video calls on your platform drop after exactly 15 minutes. This is affecting my work meetings.,Technical,Negative,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']","['video', 'calls', 'platform', 'drop', 'exactly', 'minutes', 'affecting', 'work', 'meetings']","['video', 'call', 'platform', 'drop', 'exactly', 'minute', 'affecting', 'work', 'meeting']"
4395,"The installation technician who visited my home on May 7, 2026 was unprofessional and left a mess.",Complaint,Neutral,Critical,17,the installation technician who visited my home on may was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'may', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']","['installation', 'technician', 'visited', 'home', 'may', 'unprofessional', 'left', 'mess']","['installation', 'technician', 'visited', 'home', 'may', 'unprofessional', 'left', 'mess']"
4396,The refund status on my dashboard shows processing for the last 30 days. When will it be credited?,Refund,Negative,High,18,the refund status on my dashboard shows processing for the last days when will it be credited,"['the', 'refund', 'status', 'on', 'my', 'dashboard', 'shows', 'processing', 'for', 'the', 'last', 'days', 'when', 'will', 'it', 'be', 'credited']","['refund', 'status', 'dashboard', 'shows', 'processing', 'last', 'days', 'credited']","['refund', 'status', 'dashboard', 'show', 'processing', 'last', 'day', 'credited']"
4397,"I was charged for a service I never used. Please process a refund of ₹1,499 to my account.",Refund,Negative,High,18,i was charged for a service i never used please process a refund of to my account,"['i', 'was', 'charged', 'for', 'a', 'service', 'i', 'never', 'used', 'please', 'process', 'a', 'refund', 'of', 'to', 'my', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']"
4398,What are the data backup and recovery policies for accounts on the premium subscription plan?,General Inquiry,Neutral,Low,15,what are the data backup and recovery policies for accounts on the premium subscription plan,"['what', 'are', 'the', 'data', 'backup', 'and', 'recovery', 'policies', 'for', 'accounts', 'on', 'the', 'premium', 'subscription', 'plan']","['data', 'backup', 'recovery', 'policies', 'accounts', 'premium', 'subscription', 'plan']","['data', 'backup', 'recovery', 'policy', 'account', 'premium', 'subscription', 'plan']"
4399,I need to update my mobile number linked to my account from +1-555-0123 to +91-9988776655.,Account,Negative,Critical,15,i need to update my mobile number linked to my account from to,"['i', 'need', 'to', 'update', 'my', 'mobile', 'number', 'linked', 'to', 'my', 'account', 'from', 'to']","['need', 'update', 'mobile', 'number', 'linked', 'account']","['need', 'update', 'mobile', 'number', 'linked', 'account']"
4400,Push notifications stopped working on my iPhone after updating to iOS 16.,Technical,Neutral,High,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']","['push', 'notifications', 'stopped', 'working', 'iphone', 'updating', 'ios']","['push', 'notification', 'stopped', 'working', 'iphone', 'updating', 'io']"
4401,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Negative,High,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']","['account', 'shows', 'incorrect', 'subscription', 'status', 'shows', 'free', 'plan', 'premium', 'plan']","['account', 'show', 'incorrect', 'subscription', 'status', 'show', 'free', 'plan', 'premium', 'plan']"
4402,I want to enable two-factor authentication on my account but the option is not available.,Account,Negative,Critical,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']"
4403,I would love to have a bulk action feature that allows me to update multiple records at once.,Feedback,Neutral,Medium,18,i would love to have a bulk action feature that allows me to update multiple records at once,"['i', 'would', 'love', 'to', 'have', 'a', 'bulk', 'action', 'feature', 'that', 'allows', 'me', 'to', 'update', 'multiple', 'records', 'at', 'once']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'records']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'record']"
4404,"I need a GST invoice for my payment of ₹15,000 made on January 5, 2026 for my business records.",Billing,Negative,Medium,19,i need a gst invoice for my payment of made on january for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'january', 'for', 'my', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'january', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'january', 'business', 'record']"
4405,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Negative,Critical,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']"
4406,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Negative,High,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']","['accidentally', 'deleted', 'important', 'files', 'account', 'way', 'recover']","['accidentally', 'deleted', 'important', 'file', 'account', 'way', 'recover']"
4407,What happens to my data if I decide to cancel my subscription? How long is data retained?,General Inquiry,Neutral,Low,17,what happens to my data if i decide to cancel my subscription how long is data retained,"['what', 'happens', 'to', 'my', 'data', 'if', 'i', 'decide', 'to', 'cancel', 'my', 'subscription', 'how', 'long', 'is', 'data', 'retained']","['happens', 'data', 'decide', 'cancel', 'subscription', 'long', 'data', 'retained']","['happens', 'data', 'decide', 'cancel', 'subscription', 'long', 'data', 'retained']"
4408,I have raised this issue 5 times through different channels and still have not received a solution.,Complaint,Negative,Critical,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']","['raised', 'issue', 'times', 'different', 'channels', 'still', 'received', 'solution']","['raised', 'issue', 'time', 'different', 'channel', 'still', 'received', 'solution']"
4409,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,High,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']"
4410,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Negative,High,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graphs', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graph', 'displaying']"
4411,I am unable to change my username. The option is greyed out in account settings.,Account,Neutral,High,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'setting']"
4412,I have been trying to verify my email for 10 days but the verification email never arrives.,Account,Neutral,Critical,17,i have been trying to verify my email for days but the verification email never arrives,"['i', 'have', 'been', 'trying', 'to', 'verify', 'my', 'email', 'for', 'days', 'but', 'the', 'verification', 'email', 'never', 'arrives']","['trying', 'verify', 'email', 'days', 'verification', 'email', 'never', 'arrives']","['trying', 'verify', 'email', 'day', 'verification', 'email', 'never', 'arrives']"
4413,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Neutral,Low,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']"
4414,The response time of your support team has improved considerably over the last few months. Well done.,Feedback,Positive,Medium,17,the response time of your support team has improved considerably over the last few months well done,"['the', 'response', 'time', 'of', 'your', 'support', 'team', 'has', 'improved', 'considerably', 'over', 'the', 'last', 'few', 'months', 'well', 'done']","['response', 'time', 'support', 'team', 'improved', 'considerably', 'last', 'months', 'well', 'done']","['response', 'time', 'support', 'team', 'improved', 'considerably', 'last', 'month', 'well', 'done']"
4415,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Positive,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']","['pricing', 'plans', 'flexible', 'enough', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'starter', 'plan']","['pricing', 'plan', 'flexible', 'enough', 'small', 'business', 'like', 'mine', 'please', 'consider', 'starter', 'plan']"
4416,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Neutral,Critical,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']","['account', 'shows', 'incorrect', 'subscription', 'status', 'shows', 'free', 'plan', 'premium', 'plan']","['account', 'show', 'incorrect', 'subscription', 'status', 'show', 'free', 'plan', 'premium', 'plan']"
4417,"I am getting error code 403 Forbidden when trying to log in to the system. This has been happening since April 18, 2026.",Technical,Negative,High,23,i am getting error code forbidden when trying to log in to the system this has been happening since april,"['i', 'am', 'getting', 'error', 'code', 'forbidden', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'april']","['getting', 'error', 'code', 'forbidden', 'trying', 'log', 'system', 'happening', 'since', 'april']","['getting', 'error', 'code', 'forbidden', 'trying', 'log', 'system', 'happening', 'since', 'april']"
4418,"My payment of ₹3,500 was deducted but the order was not confirmed. Please check and resolve this issue.",Billing,Neutral,High,18,my payment of was deducted but the order was not confirmed please check and resolve this issue,"['my', 'payment', 'of', 'was', 'deducted', 'but', 'the', 'order', 'was', 'not', 'confirmed', 'please', 'check', 'and', 'resolve', 'this', 'issue']","['payment', 'deducted', 'order', 'confirmed', 'please', 'check', 'resolve', 'issue']","['payment', 'deducted', 'order', 'confirmed', 'please', 'check', 'resolve', 'issue']"
4419,The service was not delivered as promised. I am requesting a partial refund of ₹999.,Refund,Neutral,Medium,15,the service was not delivered as promised i am requesting a partial refund of,"['the', 'service', 'was', 'not', 'delivered', 'as', 'promised', 'i', 'am', 'requesting', 'a', 'partial', 'refund', 'of']","['service', 'delivered', 'promised', 'requesting', 'partial', 'refund']","['service', 'delivered', 'promised', 'requesting', 'partial', 'refund']"
4420,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Negative,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']","['pdf', 'reports', 'generating', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'text', 'downloaded', 'file']","['pdf', 'report', 'generating', 'incorrect', 'data', 'formatting', 'number', 'appear', 'text', 'downloaded', 'file']"
4421,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Positive,Medium,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']","['offer', 'discounts', 'educational', 'institutions', 'non', 'profit', 'organizations']","['offer', 'discount', 'educational', 'institution', 'non', 'profit', 'organization']"
4422,Video calls on your platform drop after exactly 15 minutes. This is affecting my work meetings.,Technical,Negative,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']","['video', 'calls', 'platform', 'drop', 'exactly', 'minutes', 'affecting', 'work', 'meetings']","['video', 'call', 'platform', 'drop', 'exactly', 'minute', 'affecting', 'work', 'meeting']"
4423,I want to enable two-factor authentication on my account but the option is not available.,Account,Neutral,Critical,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']"
4424,I would like to know if your service is compliant with GDPR regulations for European customers.,General Inquiry,Neutral,Low,16,i would like to know if your service is compliant with gdpr regulations for european customers,"['i', 'would', 'like', 'to', 'know', 'if', 'your', 'service', 'is', 'compliant', 'with', 'gdpr', 'regulations', 'for', 'european', 'customers']","['would', 'like', 'know', 'service', 'compliant', 'gdpr', 'regulations', 'european', 'customers']","['would', 'like', 'know', 'service', 'compliant', 'gdpr', 'regulation', 'european', 'customer']"
4425,Can you please tell me about the pricing plans available for enterprise customers with more than 100 users?,General Inquiry,Positive,Medium,18,can you please tell me about the pricing plans available for enterprise customers with more than users,"['can', 'you', 'please', 'tell', 'me', 'about', 'the', 'pricing', 'plans', 'available', 'for', 'enterprise', 'customers', 'with', 'more', 'than', 'users']","['please', 'tell', 'pricing', 'plans', 'available', 'enterprise', 'customers', 'users']","['please', 'tell', 'pricing', 'plan', 'available', 'enterprise', 'customer', 'user']"
4426,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Neutral,High,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graphs', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graph', 'displaying']"
4427,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Negative,High,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']"
4428,"I returned the product on November 20, 2025 and the return was confirmed but the refund has not been processed.",Refund,Neutral,High,20,i returned the product on november and the return was confirmed but the refund has not been processed,"['i', 'returned', 'the', 'product', 'on', 'november', 'and', 'the', 'return', 'was', 'confirmed', 'but', 'the', 'refund', 'has', 'not', 'been', 'processed']","['returned', 'product', 'november', 'return', 'confirmed', 'refund', 'processed']","['returned', 'product', 'november', 'return', 'confirmed', 'refund', 'processed']"
4429,I am considering switching from my current provider. Can you help me understand the migration process?,General Inquiry,Positive,Medium,16,i am considering switching from my current provider can you help me understand the migration process,"['i', 'am', 'considering', 'switching', 'from', 'my', 'current', 'provider', 'can', 'you', 'help', 'me', 'understand', 'the', 'migration', 'process']","['considering', 'switching', 'current', 'provider', 'help', 'understand', 'migration', 'process']","['considering', 'switching', 'current', 'provider', 'help', 'understand', 'migration', 'process']"
4430,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,High,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']"
4431,My credit card ending in 3344 was charged ₹499 but I never received a confirmation email.,Billing,Neutral,High,16,my credit card ending in was charged but i never received a confirmation email,"['my', 'credit', 'card', 'ending', 'in', 'was', 'charged', 'but', 'i', 'never', 'received', 'a', 'confirmation', 'email']","['credit', 'card', 'ending', 'charged', 'never', 'received', 'confirmation', 'email']","['credit', 'card', 'ending', 'charged', 'never', 'received', 'confirmation', 'email']"
4432,Please deactivate my account as I no longer wish to use your services. Delete all my personal data.,Account,Negative,Critical,18,please deactivate my account as i no longer wish to use your services delete all my personal data,"['please', 'deactivate', 'my', 'account', 'as', 'i', 'no', 'longer', 'wish', 'to', 'use', 'your', 'services', 'delete', 'all', 'my', 'personal', 'data']","['please', 'deactivate', 'account', 'longer', 'wish', 'use', 'services', 'delete', 'personal', 'data']","['please', 'deactivate', 'account', 'longer', 'wish', 'use', 'service', 'delete', 'personal', 'data']"
4433,"I need a GST invoice for my payment of ₹499 made on April 18, 2026 for my business records.",Billing,Negative,Medium,19,i need a gst invoice for my payment of made on april for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'april', 'for', 'my', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'april', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'april', 'business', 'record']"
4434,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Positive,Medium,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limits', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limit', 'free', 'tier']"
4435,The application crashes every time I try to upload a file larger than 25 MB. Please fix this bug.,Technical,Negative,Critical,19,the application crashes every time i try to upload a file larger than mb please fix this bug,"['the', 'application', 'crashes', 'every', 'time', 'i', 'try', 'to', 'upload', 'a', 'file', 'larger', 'than', 'mb', 'please', 'fix', 'this', 'bug']","['application', 'crashes', 'every', 'time', 'try', 'upload', 'file', 'larger', 'mb', 'please', 'fix', 'bug']","['application', 'crash', 'every', 'time', 'try', 'upload', 'file', 'larger', 'mb', 'please', 'fix', 'bug']"
4436,I have been experiencing frequent session timeouts every 10 minutes even while actively using the app.,Technical,Neutral,High,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'actively', 'using', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minute', 'even', 'actively', 'using', 'app']"
4437,What are the data backup and recovery policies for accounts on the premium subscription plan?,General Inquiry,Positive,Medium,15,what are the data backup and recovery policies for accounts on the premium subscription plan,"['what', 'are', 'the', 'data', 'backup', 'and', 'recovery', 'policies', 'for', 'accounts', 'on', 'the', 'premium', 'subscription', 'plan']","['data', 'backup', 'recovery', 'policies', 'accounts', 'premium', 'subscription', 'plan']","['data', 'backup', 'recovery', 'policy', 'account', 'premium', 'subscription', 'plan']"
