id,email_text,category,sentiment,priority,email_length,clean_text,tokens
4627,"I returned the product on February 12, 2026 and the return was confirmed but the refund has not been processed.",Refund,Negative,High,20,i returned the product on february and the return was confirmed but the refund has not been processed,"['i', 'returned', 'the', 'product', 'on', 'february', 'and', 'the', 'return', 'was', 'confirmed', 'but', 'the', 'refund', 'has', 'not', 'been', 'processed']"
4628,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Positive,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']"
4629,What are the data backup and recovery policies for accounts on the premium subscription plan?,General Inquiry,Positive,Low,15,what are the data backup and recovery policies for accounts on the premium subscription plan,"['what', 'are', 'the', 'data', 'backup', 'and', 'recovery', 'policies', 'for', 'accounts', 'on', 'the', 'premium', 'subscription', 'plan']"
4630,The mobile app is extremely slow and takes more than 10 seconds to load on my OnePlus 10.,Technical,Negative,High,18,the mobile app is extremely slow and takes more than seconds to load on my oneplus,"['the', 'mobile', 'app', 'is', 'extremely', 'slow', 'and', 'takes', 'more', 'than', 'seconds', 'to', 'load', 'on', 'my', 'oneplus']"
4631,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Positive,Medium,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']"
4632,The product arrived damaged and I sent it back. My refund of $299 has not been initiated yet.,Refund,Negative,Medium,18,the product arrived damaged and i sent it back my refund of has not been initiated yet,"['the', 'product', 'arrived', 'damaged', 'and', 'i', 'sent', 'it', 'back', 'my', 'refund', 'of', 'has', 'not', 'been', 'initiated', 'yet']"
4633,What are your support hours and what is the average response time for technical issues?,General Inquiry,Neutral,Medium,15,what are your support hours and what is the average response time for technical issues,"['what', 'are', 'your', 'support', 'hours', 'and', 'what', 'is', 'the', 'average', 'response', 'time', 'for', 'technical', 'issues']"
4634,Please add multi-language support to your platform. Many of my team members prefer their native language.,Feedback,Neutral,Low,16,please add multi language support to your platform many of my team members prefer their native language,"['please', 'add', 'multi', 'language', 'support', 'to', 'your', 'platform', 'many', 'of', 'my', 'team', 'members', 'prefer', 'their', 'native', 'language']"
4635,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Neutral,Medium,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']"
4636,"I have not received my refund of ₹499 that was approved on May 7, 2026. Please provide an update.",Billing,Negative,High,19,i have not received my refund of that was approved on may please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'may', 'please', 'provide', 'an', 'update']"
4637,I am unable to download my invoice for the month of June. The download button is not working.,Billing,Neutral,Medium,18,i am unable to download my invoice for the month of june the download button is not working,"['i', 'am', 'unable', 'to', 'download', 'my', 'invoice', 'for', 'the', 'month', 'of', 'june', 'the', 'download', 'button', 'is', 'not', 'working']"
4638,The event was cancelled without any notice and I need a full refund for my ticket worth ₹999.,Refund,Neutral,High,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']"
4639,The product I received was completely different from what was described on your website. I need a refund.,Refund,Negative,Medium,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']"
4640,I need to merge two accounts that I accidentally created with different email addresses.,Account,Negative,Critical,14,i need to merge two accounts that i accidentally created with different email addresses,"['i', 'need', 'to', 'merge', 'two', 'accounts', 'that', 'i', 'accidentally', 'created', 'with', 'different', 'email', 'addresses']"
4641,I am filing a formal complaint about the misleading information provided on your website regarding pricing.,Complaint,Negative,Critical,16,i am filing a formal complaint about the misleading information provided on your website regarding pricing,"['i', 'am', 'filing', 'a', 'formal', 'complaint', 'about', 'the', 'misleading', 'information', 'provided', 'on', 'your', 'website', 'regarding', 'pricing']"
4642,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Positive,Medium,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']"
4643,The integration with third-party tools like Jira would make your product much more useful for teams.,Feedback,Positive,Medium,16,the integration with third party tools like jira would make your product much more useful for teams,"['the', 'integration', 'with', 'third', 'party', 'tools', 'like', 'jira', 'would', 'make', 'your', 'product', 'much', 'more', 'useful', 'for', 'teams']"
4644,My hotel booking was cancelled due to unavailability but my refund of $99 has not arrived.,Refund,Negative,Medium,16,my hotel booking was cancelled due to unavailability but my refund of has not arrived,"['my', 'hotel', 'booking', 'was', 'cancelled', 'due', 'to', 'unavailability', 'but', 'my', 'refund', 'of', 'has', 'not', 'arrived']"
4645,"I want to escalate my complaint to the senior management as the issue remains unresolved since November 20, 2025.",Complaint,Neutral,High,19,i want to escalate my complaint to the senior management as the issue remains unresolved since november,"['i', 'want', 'to', 'escalate', 'my', 'complaint', 'to', 'the', 'senior', 'management', 'as', 'the', 'issue', 'remains', 'unresolved', 'since', 'november']"
4646,Can you please tell me about the pricing plans available for enterprise customers with more than 200 users?,General Inquiry,Neutral,Low,18,can you please tell me about the pricing plans available for enterprise customers with more than users,"['can', 'you', 'please', 'tell', 'me', 'about', 'the', 'pricing', 'plans', 'available', 'for', 'enterprise', 'customers', 'with', 'more', 'than', 'users']"
4647,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Negative,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']"
4648,"I want to escalate my complaint to the senior management as the issue remains unresolved since December 15, 2025.",Complaint,Neutral,High,19,i want to escalate my complaint to the senior management as the issue remains unresolved since december,"['i', 'want', 'to', 'escalate', 'my', 'complaint', 'to', 'the', 'senior', 'management', 'as', 'the', 'issue', 'remains', 'unresolved', 'since', 'december']"
4649,I have been waiting for a resolution for 30 days and no one has bothered to follow up with me.,Complaint,Neutral,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']"
4650,The notification emails are going to spam even after whitelisting your domain. Please help.,Technical,Neutral,High,14,the notification emails are going to spam even after whitelisting your domain please help,"['the', 'notification', 'emails', 'are', 'going', 'to', 'spam', 'even', 'after', 'whitelisting', 'your', 'domain', 'please', 'help']"
4651,"My account preferences are not being saved. Every time I log out, the settings reset to default.",Account,Neutral,High,17,my account preferences are not being saved every time i log out the settings reset to default,"['my', 'account', 'preferences', 'are', 'not', 'being', 'saved', 'every', 'time', 'i', 'log', 'out', 'the', 'settings', 'reset', 'to', 'default']"
4652,The two-factor authentication code is not being delivered to my phone number +1-555-0123.,Technical,Neutral,High,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']"
4653,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Neutral,Low,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']"
4654,Your product quality has severely degraded. What I received was nothing like what was advertised.,Complaint,Neutral,Critical,15,your product quality has severely degraded what i received was nothing like what was advertised,"['your', 'product', 'quality', 'has', 'severely', 'degraded', 'what', 'i', 'received', 'was', 'nothing', 'like', 'what', 'was', 'advertised']"
4655,I received a bill for $149 but my plan is for $89 per month. Please correct this billing error.,Billing,Neutral,High,19,i received a bill for but my plan is for per month please correct this billing error,"['i', 'received', 'a', 'bill', 'for', 'but', 'my', 'plan', 'is', 'for', 'per', 'month', 'please', 'correct', 'this', 'billing', 'error']"
4656,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Neutral,Low,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']"
4657,Your website is showing a 404 error on the checkout page. I am unable to complete my purchase.,Technical,Negative,High,18,your website is showing a error on the checkout page i am unable to complete my purchase,"['your', 'website', 'is', 'showing', 'a', 'error', 'on', 'the', 'checkout', 'page', 'i', 'am', 'unable', 'to', 'complete', 'my', 'purchase']"
4658,I need to change my payment method from credit card to bank transfer for future invoices.,Billing,Neutral,High,16,i need to change my payment method from credit card to bank transfer for future invoices,"['i', 'need', 'to', 'change', 'my', 'payment', 'method', 'from', 'credit', 'card', 'to', 'bank', 'transfer', 'for', 'future', 'invoices']"
4659,I have been charged twice for the same invoice #INV-20871. Please refund the duplicate charge of ₹499.,Billing,Neutral,Medium,17,i have been charged twice for the same invoice inv please refund the duplicate charge of,"['i', 'have', 'been', 'charged', 'twice', 'for', 'the', 'same', 'invoice', 'inv', 'please', 'refund', 'the', 'duplicate', 'charge', 'of']"
4660,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']"
4661,The EMI deduction of $299 failed this month. Please help me complete the payment.,Billing,Neutral,Medium,14,the emi deduction of failed this month please help me complete the payment,"['the', 'emi', 'deduction', 'of', 'failed', 'this', 'month', 'please', 'help', 'me', 'complete', 'the', 'payment']"
4662,I want to share positive feedback about your customer support agent Amit who was extremely helpful.,Feedback,Positive,Low,16,i want to share positive feedback about your customer support agent amit who was extremely helpful,"['i', 'want', 'to', 'share', 'positive', 'feedback', 'about', 'your', 'customer', 'support', 'agent', 'amit', 'who', 'was', 'extremely', 'helpful']"
4663,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Low,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']"
4664,Can you confirm if your service is available in Canada and if pricing is in local currency?,General Inquiry,Positive,Medium,17,can you confirm if your service is available in canada and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'canada', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']"
4665,"My complaint submitted on March 3, 2026 with ticket #TKT-67823 has been closed without being resolved. Please reopen.",Complaint,Negative,Critical,18,my complaint submitted on march with ticket tkt has been closed without being resolved please reopen,"['my', 'complaint', 'submitted', 'on', 'march', 'with', 'ticket', 'tkt', 'has', 'been', 'closed', 'without', 'being', 'resolved', 'please', 'reopen']"
4666,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Low,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']"
4667,The customer portal is very well designed and easy to navigate. My overall experience has been excellent.,Feedback,Negative,Low,17,the customer portal is very well designed and easy to navigate my overall experience has been excellent,"['the', 'customer', 'portal', 'is', 'very', 'well', 'designed', 'and', 'easy', 'to', 'navigate', 'my', 'overall', 'experience', 'has', 'been', 'excellent']"
4668,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Neutral,Low,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']"
4669,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']"
4670,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Positive,Low,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']"
4671,The two-factor authentication code is not being delivered to my phone number +91-8765432109.,Technical,Negative,High,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']"
4672,"The product arrived damaged and I sent it back. My refund of ₹10,000 has not been initiated yet.",Refund,Negative,Medium,18,the product arrived damaged and i sent it back my refund of has not been initiated yet,"['the', 'product', 'arrived', 'damaged', 'and', 'i', 'sent', 'it', 'back', 'my', 'refund', 'of', 'has', 'not', 'been', 'initiated', 'yet']"
4673,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Neutral,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']"
4674,Can you confirm if your service is available in UAE and if pricing is in local currency?,General Inquiry,Neutral,Low,17,can you confirm if your service is available in uae and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'uae', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']"
4675,"My monthly bill shows additional charges that were not part of my original plan. Total charged: ₹1,499.",Billing,Negative,High,17,my monthly bill shows additional charges that were not part of my original plan total charged,"['my', 'monthly', 'bill', 'shows', 'additional', 'charges', 'that', 'were', 'not', 'part', 'of', 'my', 'original', 'plan', 'total', 'charged']"
4676,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Medium,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']"
4677,"The search functionality is broken. When I search for invoice, no results are displayed.",Technical,Negative,Critical,14,the search functionality is broken when i search for invoice no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'invoice', 'no', 'results', 'are', 'displayed']"
4678,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Neutral,High,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']"
4679,"The search functionality is broken. When I search for payment, no results are displayed.",Technical,Negative,High,14,the search functionality is broken when i search for payment no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'payment', 'no', 'results', 'are', 'displayed']"
4680,"The payment gateway shows my transaction of ₹1,499 as pending for the last 21 days. Please resolve.",Billing,Negative,High,17,the payment gateway shows my transaction of as pending for the last days please resolve,"['the', 'payment', 'gateway', 'shows', 'my', 'transaction', 'of', 'as', 'pending', 'for', 'the', 'last', 'days', 'please', 'resolve']"
4681,I need to update my mobile number linked to my account from +91-7654321098 to +91-8877665544.,Account,Negative,High,15,i need to update my mobile number linked to my account from to,"['i', 'need', 'to', 'update', 'my', 'mobile', 'number', 'linked', 'to', 'my', 'account', 'from', 'to']"
4682,I was overcharged by ₹999 on my last order. Please refund the excess amount to my card.,Refund,Negative,Medium,17,i was overcharged by on my last order please refund the excess amount to my card,"['i', 'was', 'overcharged', 'by', 'on', 'my', 'last', 'order', 'please', 'refund', 'the', 'excess', 'amount', 'to', 'my', 'card']"
4683,I appreciate the quick response from your team but the solution provided did not fully address my issue.,Feedback,Negative,Low,18,i appreciate the quick response from your team but the solution provided did not fully address my issue,"['i', 'appreciate', 'the', 'quick', 'response', 'from', 'your', 'team', 'but', 'the', 'solution', 'provided', 'did', 'not', 'fully', 'address', 'my', 'issue']"
4684,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Neutral,High,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']"
4685,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Negative,Low,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']"
4686,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Positive,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']"
4687,I paid $499 via UPI but the payment failed and money was deducted from my bank account.,Billing,Neutral,High,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']"
4688,The onboarding process is too complicated for new users. A guided tutorial would be very helpful.,Feedback,Neutral,Medium,16,the onboarding process is too complicated for new users a guided tutorial would be very helpful,"['the', 'onboarding', 'process', 'is', 'too', 'complicated', 'for', 'new', 'users', 'a', 'guided', 'tutorial', 'would', 'be', 'very', 'helpful']"
4689,"My account shows outstanding balance of ₹2,000 but I have already paid. Please verify and update.",Billing,Neutral,High,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']"
4690,Please add multi-language support to your platform. Many of my team members prefer their native language.,Feedback,Neutral,Low,16,please add multi language support to your platform many of my team members prefer their native language,"['please', 'add', 'multi', 'language', 'support', 'to', 'your', 'platform', 'many', 'of', 'my', 'team', 'members', 'prefer', 'their', 'native', 'language']"
4691,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Negative,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']"
4692,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Negative,Critical,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']"
4693,I am unable to reset my password. The reset link sent to user123@yahoo.com is not working.,Account,Negative,Critical,16,i am unable to reset my password the reset link sent to is not working,"['i', 'am', 'unable', 'to', 'reset', 'my', 'password', 'the', 'reset', 'link', 'sent', 'to', 'is', 'not', 'working']"
4694,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Medium,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']"
4695,I would love to have a bulk action feature that allows me to update multiple records at once.,Feedback,Negative,Medium,18,i would love to have a bulk action feature that allows me to update multiple records at once,"['i', 'would', 'love', 'to', 'have', 'a', 'bulk', 'action', 'feature', 'that', 'allows', 'me', 'to', 'update', 'multiple', 'records', 'at', 'once']"
4696,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Negative,Critical,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']"
4697,I am unable to download my invoice for the month of April. The download button is not working.,Billing,Negative,High,18,i am unable to download my invoice for the month of april the download button is not working,"['i', 'am', 'unable', 'to', 'download', 'my', 'invoice', 'for', 'the', 'month', 'of', 'april', 'the', 'download', 'button', 'is', 'not', 'working']"
4698,The response time from your support team is completely unacceptable. I waited 6 hours for a simple reply.,Complaint,Neutral,Critical,18,the response time from your support team is completely unacceptable i waited hours for a simple reply,"['the', 'response', 'time', 'from', 'your', 'support', 'team', 'is', 'completely', 'unacceptable', 'i', 'waited', 'hours', 'for', 'a', 'simple', 'reply']"
4699,"I need a GST invoice for my payment of ₹15,000 made on June 1, 2026 for my business records.",Billing,Negative,High,19,i need a gst invoice for my payment of made on june for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'june', 'for', 'my', 'business', 'records']"
4700,I need to update my registered email address from john.doe@gmail.com to newemail@gmail.com. Please make this change.,Account,Negative,High,16,i need to update my registered email address from to please make this change,"['i', 'need', 'to', 'update', 'my', 'registered', 'email', 'address', 'from', 'to', 'please', 'make', 'this', 'change']"
4701,I have been trying to verify my email for 5 days but the verification email never arrives.,Account,Negative,Critical,17,i have been trying to verify my email for days but the verification email never arrives,"['i', 'have', 'been', 'trying', 'to', 'verify', 'my', 'email', 'for', 'days', 'but', 'the', 'verification', 'email', 'never', 'arrives']"
4702,"The installation technician who visited my home on April 18, 2026 was unprofessional and left a mess.",Complaint,Negative,High,17,the installation technician who visited my home on april was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'april', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']"
4703,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Negative,High,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']"
4704,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Neutral,High,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']"
4705,I need to update my mobile number linked to my account from +91-8765432109 to +91-9988776655.,Account,Negative,Critical,15,i need to update my mobile number linked to my account from to,"['i', 'need', 'to', 'update', 'my', 'mobile', 'number', 'linked', 'to', 'my', 'account', 'from', 'to']"
4706,Please help me transfer my account data to a new account that I have created with a different email.,Account,Negative,High,19,please help me transfer my account data to a new account that i have created with a different email,"['please', 'help', 'me', 'transfer', 'my', 'account', 'data', 'to', 'a', 'new', 'account', 'that', 'i', 'have', 'created', 'with', 'a', 'different', 'email']"
4707,The two-factor authentication code is not being delivered to my phone number +91-7654321098.,Technical,Neutral,High,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']"
4708,The new report generation feature is fantastic but it would be better if we could schedule automated reports.,Feedback,Neutral,Low,18,the new report generation feature is fantastic but it would be better if we could schedule automated reports,"['the', 'new', 'report', 'generation', 'feature', 'is', 'fantastic', 'but', 'it', 'would', 'be', 'better', 'if', 'we', 'could', 'schedule', 'automated', 'reports']"
4709,"I am getting error code 403 Forbidden when trying to log in to the system. This has been happening since November 20, 2025.",Technical,Neutral,High,23,i am getting error code forbidden when trying to log in to the system this has been happening since november,"['i', 'am', 'getting', 'error', 'code', 'forbidden', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'november']"
4710,The customer portal is very well designed and easy to navigate. My overall experience has been excellent.,Feedback,Positive,Low,17,the customer portal is very well designed and easy to navigate my overall experience has been excellent,"['the', 'customer', 'portal', 'is', 'very', 'well', 'designed', 'and', 'easy', 'to', 'navigate', 'my', 'overall', 'experience', 'has', 'been', 'excellent']"
4711,I would like to suggest adding a dark mode option to your application for better user experience.,Feedback,Negative,Low,17,i would like to suggest adding a dark mode option to your application for better user experience,"['i', 'would', 'like', 'to', 'suggest', 'adding', 'a', 'dark', 'mode', 'option', 'to', 'your', 'application', 'for', 'better', 'user', 'experience']"
4712,I was charged a late fee of ₹999 even though my payment was submitted on time. Please waive this fee.,Billing,Neutral,Medium,20,i was charged a late fee of even though my payment was submitted on time please waive this fee,"['i', 'was', 'charged', 'a', 'late', 'fee', 'of', 'even', 'though', 'my', 'payment', 'was', 'submitted', 'on', 'time', 'please', 'waive', 'this', 'fee']"
4713,I want to enable two-factor authentication on my account but the option is not available.,Account,Negative,High,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']"
4714,The event was cancelled without any notice and I need a full refund for my ticket worth $299.,Refund,Neutral,Medium,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']"
4715,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']"
4716,Your website is showing a 404 error on the checkout page. I am unable to complete my purchase.,Technical,Negative,Critical,18,your website is showing a error on the checkout page i am unable to complete my purchase,"['your', 'website', 'is', 'showing', 'a', 'error', 'on', 'the', 'checkout', 'page', 'i', 'am', 'unable', 'to', 'complete', 'my', 'purchase']"
4717,"My flight was cancelled by the airline and I am requesting a full refund of ₹1,499 for my booking.",Refund,Negative,High,19,my flight was cancelled by the airline and i am requesting a full refund of for my booking,"['my', 'flight', 'was', 'cancelled', 'by', 'the', 'airline', 'and', 'i', 'am', 'requesting', 'a', 'full', 'refund', 'of', 'for', 'my', 'booking']"
4718,"I was charged a late fee of ₹15,000 even though my payment was submitted on time. Please waive this fee.",Billing,Neutral,High,20,i was charged a late fee of even though my payment was submitted on time please waive this fee,"['i', 'was', 'charged', 'a', 'late', 'fee', 'of', 'even', 'though', 'my', 'payment', 'was', 'submitted', 'on', 'time', 'please', 'waive', 'this', 'fee']"
4719,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Neutral,Critical,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']"
4720,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,High,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']"
4721,"Please update my billing address on my account. My new address is 123 MG Road, Bangalore, KA 560001.",Billing,Negative,High,18,please update my billing address on my account my new address is mg road bangalore ka,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'mg', 'road', 'bangalore', 'ka']"
4722,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Positive,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']"
