contract_text,supplier,product,quantity,price,delivery_date,payment_terms
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 5790 Tons

    Price: ₹24029/Ton

    Delivery Date: 20 September 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 5790 Tons of Copper Wire
    at ₹24029 per Ton.

    Delivery shall be completed by 20 September 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Copper Wire,5790 Tons,24029,20 September 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 4773 Tons

    Price: ₹6716/Ton

    Delivery Date: 12 October 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 4773 Tons of Iron Rods
    at ₹6716 per Ton.

    Delivery shall be completed by 12 October 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Iron Rods,4773 Tons,6716,12 October 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Copper Wire

    Quantity: 7127 Tons

    Price: ₹46513/Ton

    Delivery Date: 21 April 2026

    Payment Terms: Advance Payment

    ABC Chemicals agrees to supply 7127 Tons of Copper Wire
    at ₹46513 per Ton.

    Delivery shall be completed by 21 April 2026.

    Payment Terms: Advance Payment.
    ",ABC Chemicals,Copper Wire,7127 Tons,46513,21 April 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 4921 Tons

    Price: ₹2270/Ton

    Delivery Date: 11 August 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 4921 Tons of Iron Rods
    at ₹2270 per Ton.

    Delivery shall be completed by 11 August 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Iron Rods,4921 Tons,2270,11 August 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 2605 Tons

    Price: ₹28778/Ton

    Delivery Date: 20 April 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 2605 Tons of Copper Wire
    at ₹28778 per Ton.

    Delivery shall be completed by 20 April 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Copper Wire,2605 Tons,28778,20 April 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Plastic Granules

    Quantity: 7921 Tons

    Price: ₹4081/Ton

    Delivery Date: 7 August 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 7921 Tons of Plastic Granules
    at ₹4081 per Ton.

    Delivery shall be completed by 7 August 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Plastic Granules,7921 Tons,4081,7 August 2026,Net 30 Days
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 2805 Tons

    Price: ₹38213/Ton

    Delivery Date: 5 July 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 2805 Tons of Fertilizer
    at ₹38213 per Ton.

    Delivery shall be completed by 5 July 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Fertilizer,2805 Tons,38213,5 July 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 5242 Tons

    Price: ₹20133/Ton

    Delivery Date: 15 September 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 5242 Tons of Iron Rods
    at ₹20133 per Ton.

    Delivery shall be completed by 15 September 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Iron Rods,5242 Tons,20133,15 September 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 2780 Tons

    Price: ₹6974/Ton

    Delivery Date: 17 December 2026

    Payment Terms: Payment After Delivery

    ABC Chemicals agrees to supply 2780 Tons of Fertilizer
    at ₹6974 per Ton.

    Delivery shall be completed by 17 December 2026.

    Payment Terms: Payment After Delivery.
    ",ABC Chemicals,Fertilizer,2780 Tons,6974,17 December 2026,Payment After Delivery
"
    Supplier: ABC Chemicals

    Product: Copper Wire

    Quantity: 7345 Tons

    Price: ₹48169/Ton

    Delivery Date: 5 June 2026

    Payment Terms: Advance Payment

    ABC Chemicals agrees to supply 7345 Tons of Copper Wire
    at ₹48169 per Ton.

    Delivery shall be completed by 5 June 2026.

    Payment Terms: Advance Payment.
    ",ABC Chemicals,Copper Wire,7345 Tons,48169,5 June 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 5393 Tons

    Price: ₹12029/Ton

    Delivery Date: 6 March 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 5393 Tons of Iron Rods
    at ₹12029 per Ton.

    Delivery shall be completed by 6 March 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Iron Rods,5393 Tons,12029,6 March 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 4059 Tons

    Price: ₹29730/Ton

    Delivery Date: 19 August 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 4059 Tons of Fertilizer
    at ₹29730 per Ton.

    Delivery shall be completed by 19 August 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Fertilizer,4059 Tons,29730,19 August 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 9197 Tons

    Price: ₹38751/Ton

    Delivery Date: 17 November 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 9197 Tons of Iron Rods
    at ₹38751 per Ton.

    Delivery shall be completed by 17 November 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Iron Rods,9197 Tons,38751,17 November 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 6728 Tons

    Price: ₹7538/Ton

    Delivery Date: 13 October 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 6728 Tons of Industrial Solvent
    at ₹7538 per Ton.

    Delivery shall be completed by 13 October 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Industrial Solvent,6728 Tons,7538,13 October 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 4763 Tons

    Price: ₹1192/Ton

    Delivery Date: 9 April 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 4763 Tons of Iron Rods
    at ₹1192 per Ton.

    Delivery shall be completed by 9 April 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Iron Rods,4763 Tons,1192,9 April 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Plastic Granules

    Quantity: 8409 Tons

    Price: ₹37501/Ton

    Delivery Date: 26 June 2026

    Payment Terms: 50% Advance

    Global Minerals agrees to supply 8409 Tons of Plastic Granules
    at ₹37501 per Ton.

    Delivery shall be completed by 26 June 2026.

    Payment Terms: 50% Advance.
    ",Global Minerals,Plastic Granules,8409 Tons,37501,26 June 2026,50% Advance
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 931 Tons

    Price: ₹43354/Ton

    Delivery Date: 1 September 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 931 Tons of Plastic Granules
    at ₹43354 per Ton.

    Delivery shall be completed by 1 September 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Plastic Granules,931 Tons,43354,1 September 2026,50% Advance
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 384 Tons

    Price: ₹12285/Ton

    Delivery Date: 23 August 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 384 Tons of Fertilizer
    at ₹12285 per Ton.

    Delivery shall be completed by 23 August 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Fertilizer,384 Tons,12285,23 August 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 2143 Tons

    Price: ₹24390/Ton

    Delivery Date: 22 May 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 2143 Tons of Industrial Solvent
    at ₹24390 per Ton.

    Delivery shall be completed by 22 May 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Industrial Solvent,2143 Tons,24390,22 May 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 470 Tons

    Price: ₹46148/Ton

    Delivery Date: 15 July 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 470 Tons of Industrial Solvent
    at ₹46148 per Ton.

    Delivery shall be completed by 15 July 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Industrial Solvent,470 Tons,46148,15 July 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 3928 Tons

    Price: ₹38534/Ton

    Delivery Date: 18 May 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 3928 Tons of Copper Wire
    at ₹38534 per Ton.

    Delivery shall be completed by 18 May 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Copper Wire,3928 Tons,38534,18 May 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 4217 Tons

    Price: ₹48003/Ton

    Delivery Date: 10 December 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 4217 Tons of Industrial Solvent
    at ₹48003 per Ton.

    Delivery shall be completed by 10 December 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Industrial Solvent,4217 Tons,48003,10 December 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 5008 Tons

    Price: ₹47092/Ton

    Delivery Date: 11 December 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 5008 Tons of Fertilizer
    at ₹47092 per Ton.

    Delivery shall be completed by 11 December 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Fertilizer,5008 Tons,47092,11 December 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 2131 Tons

    Price: ₹8626/Ton

    Delivery Date: 23 August 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 2131 Tons of Industrial Solvent
    at ₹8626 per Ton.

    Delivery shall be completed by 23 August 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Industrial Solvent,2131 Tons,8626,23 August 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 3348 Tons

    Price: ₹2701/Ton

    Delivery Date: 19 September 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 3348 Tons of Plastic Granules
    at ₹2701 per Ton.

    Delivery shall be completed by 19 September 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Plastic Granules,3348 Tons,2701,19 September 2026,50% Advance
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 2894 Tons

    Price: ₹30149/Ton

    Delivery Date: 26 December 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 2894 Tons of Copper Wire
    at ₹30149 per Ton.

    Delivery shall be completed by 26 December 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Copper Wire,2894 Tons,30149,26 December 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 3938 Tons

    Price: ₹28166/Ton

    Delivery Date: 27 September 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 3938 Tons of Plastic Granules
    at ₹28166 per Ton.

    Delivery shall be completed by 27 September 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Plastic Granules,3938 Tons,28166,27 September 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 3692 Tons

    Price: ₹40010/Ton

    Delivery Date: 18 September 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 3692 Tons of Industrial Solvent
    at ₹40010 per Ton.

    Delivery shall be completed by 18 September 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Industrial Solvent,3692 Tons,40010,18 September 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 9152 Tons

    Price: ₹33792/Ton

    Delivery Date: 13 November 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 9152 Tons of Plastic Granules
    at ₹33792 per Ton.

    Delivery shall be completed by 13 November 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Plastic Granules,9152 Tons,33792,13 November 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 6578 Tons

    Price: ₹22621/Ton

    Delivery Date: 8 November 2026

    Payment Terms: Net 45 Days

    Global Minerals agrees to supply 6578 Tons of Copper Wire
    at ₹22621 per Ton.

    Delivery shall be completed by 8 November 2026.

    Payment Terms: Net 45 Days.
    ",Global Minerals,Copper Wire,6578 Tons,22621,8 November 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Iron Rods

    Quantity: 1282 Tons

    Price: ₹6643/Ton

    Delivery Date: 21 May 2026

    Payment Terms: Net 30 Days

    Green Agro Pvt Ltd agrees to supply 1282 Tons of Iron Rods
    at ₹6643 per Ton.

    Delivery shall be completed by 21 May 2026.

    Payment Terms: Net 30 Days.
    ",Green Agro Pvt Ltd,Iron Rods,1282 Tons,6643,21 May 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 3342 Tons

    Price: ₹12541/Ton

    Delivery Date: 8 July 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 3342 Tons of Industrial Solvent
    at ₹12541 per Ton.

    Delivery shall be completed by 8 July 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Industrial Solvent,3342 Tons,12541,8 July 2026,Net 45 Days
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 4446 Tons

    Price: ₹28253/Ton

    Delivery Date: 7 September 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 4446 Tons of Fertilizer
    at ₹28253 per Ton.

    Delivery shall be completed by 7 September 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Fertilizer,4446 Tons,28253,7 September 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 1536 Tons

    Price: ₹9503/Ton

    Delivery Date: 23 November 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 1536 Tons of Plastic Granules
    at ₹9503 per Ton.

    Delivery shall be completed by 23 November 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Plastic Granules,1536 Tons,9503,23 November 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 6622 Tons

    Price: ₹28095/Ton

    Delivery Date: 6 April 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 6622 Tons of Copper Wire
    at ₹28095 per Ton.

    Delivery shall be completed by 6 April 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Copper Wire,6622 Tons,28095,6 April 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 9283 Tons

    Price: ₹30403/Ton

    Delivery Date: 19 August 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 9283 Tons of Plastic Granules
    at ₹30403 per Ton.

    Delivery shall be completed by 19 August 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Plastic Granules,9283 Tons,30403,19 August 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 3645 Tons

    Price: ₹12862/Ton

    Delivery Date: 5 June 2026

    Payment Terms: Net 30 Days

    Green Agro Pvt Ltd agrees to supply 3645 Tons of Industrial Solvent
    at ₹12862 per Ton.

    Delivery shall be completed by 5 June 2026.

    Payment Terms: Net 30 Days.
    ",Green Agro Pvt Ltd,Industrial Solvent,3645 Tons,12862,5 June 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 3509 Tons

    Price: ₹26423/Ton

    Delivery Date: 22 May 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 3509 Tons of Copper Wire
    at ₹26423 per Ton.

    Delivery shall be completed by 22 May 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Copper Wire,3509 Tons,26423,22 May 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 9794 Tons

    Price: ₹2631/Ton

    Delivery Date: 20 September 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 9794 Tons of Plastic Granules
    at ₹2631 per Ton.

    Delivery shall be completed by 20 September 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Plastic Granules,9794 Tons,2631,20 September 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 4158 Tons

    Price: ₹14151/Ton

    Delivery Date: 22 July 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 4158 Tons of Copper Wire
    at ₹14151 per Ton.

    Delivery shall be completed by 22 July 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Copper Wire,4158 Tons,14151,22 July 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 5429 Tons

    Price: ₹32254/Ton

    Delivery Date: 20 September 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 5429 Tons of Plastic Granules
    at ₹32254 per Ton.

    Delivery shall be completed by 20 September 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Plastic Granules,5429 Tons,32254,20 September 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 4384 Tons

    Price: ₹16403/Ton

    Delivery Date: 11 October 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 4384 Tons of Copper Wire
    at ₹16403 per Ton.

    Delivery shall be completed by 11 October 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Copper Wire,4384 Tons,16403,11 October 2026,Payment After Delivery
"
    Supplier: ABC Chemicals

    Product: Iron Rods

    Quantity: 375 Tons

    Price: ₹16711/Ton

    Delivery Date: 28 March 2026

    Payment Terms: Advance Payment

    ABC Chemicals agrees to supply 375 Tons of Iron Rods
    at ₹16711 per Ton.

    Delivery shall be completed by 28 March 2026.

    Payment Terms: Advance Payment.
    ",ABC Chemicals,Iron Rods,375 Tons,16711,28 March 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 9945 Tons

    Price: ₹26335/Ton

    Delivery Date: 10 June 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 9945 Tons of Copper Wire
    at ₹26335 per Ton.

    Delivery shall be completed by 10 June 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Copper Wire,9945 Tons,26335,10 June 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 8536 Tons

    Price: ₹9404/Ton

    Delivery Date: 13 August 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 8536 Tons of Plastic Granules
    at ₹9404 per Ton.

    Delivery shall be completed by 13 August 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Plastic Granules,8536 Tons,9404,13 August 2026,50% Advance
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 8801 Tons

    Price: ₹12639/Ton

    Delivery Date: 8 December 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 8801 Tons of Fertilizer
    at ₹12639 per Ton.

    Delivery shall be completed by 8 December 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Fertilizer,8801 Tons,12639,8 December 2026,Net 45 Days
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 6351 Tons

    Price: ₹46185/Ton

    Delivery Date: 5 September 2026

    Payment Terms: Payment After Delivery

    ABC Chemicals agrees to supply 6351 Tons of Industrial Solvent
    at ₹46185 per Ton.

    Delivery shall be completed by 5 September 2026.

    Payment Terms: Payment After Delivery.
    ",ABC Chemicals,Industrial Solvent,6351 Tons,46185,5 September 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 3538 Tons

    Price: ₹33470/Ton

    Delivery Date: 25 December 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 3538 Tons of Copper Wire
    at ₹33470 per Ton.

    Delivery shall be completed by 25 December 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Copper Wire,3538 Tons,33470,25 December 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 6356 Tons

    Price: ₹1417/Ton

    Delivery Date: 7 July 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 6356 Tons of Fertilizer
    at ₹1417 per Ton.

    Delivery shall be completed by 7 July 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Fertilizer,6356 Tons,1417,7 July 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 3112 Tons

    Price: ₹44631/Ton

    Delivery Date: 15 April 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 3112 Tons of Industrial Solvent
    at ₹44631 per Ton.

    Delivery shall be completed by 15 April 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Industrial Solvent,3112 Tons,44631,15 April 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Iron Rods

    Quantity: 9219 Tons

    Price: ₹48450/Ton

    Delivery Date: 4 January 2026

    Payment Terms: Net 30 Days

    ABC Chemicals agrees to supply 9219 Tons of Iron Rods
    at ₹48450 per Ton.

    Delivery shall be completed by 4 January 2026.

    Payment Terms: Net 30 Days.
    ",ABC Chemicals,Iron Rods,9219 Tons,48450,4 January 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 8448 Tons

    Price: ₹38993/Ton

    Delivery Date: 14 April 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 8448 Tons of Fertilizer
    at ₹38993 per Ton.

    Delivery shall be completed by 14 April 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Fertilizer,8448 Tons,38993,14 April 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 1618 Tons

    Price: ₹49903/Ton

    Delivery Date: 23 October 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 1618 Tons of Fertilizer
    at ₹49903 per Ton.

    Delivery shall be completed by 23 October 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Fertilizer,1618 Tons,49903,23 October 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 3854 Tons

    Price: ₹49344/Ton

    Delivery Date: 5 January 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 3854 Tons of Industrial Solvent
    at ₹49344 per Ton.

    Delivery shall be completed by 5 January 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Industrial Solvent,3854 Tons,49344,5 January 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 9319 Tons

    Price: ₹27406/Ton

    Delivery Date: 28 January 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 9319 Tons of Iron Rods
    at ₹27406 per Ton.

    Delivery shall be completed by 28 January 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Iron Rods,9319 Tons,27406,28 January 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Plastic Granules

    Quantity: 7806 Tons

    Price: ₹39561/Ton

    Delivery Date: 9 June 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 7806 Tons of Plastic Granules
    at ₹39561 per Ton.

    Delivery shall be completed by 9 June 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Plastic Granules,7806 Tons,39561,9 June 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 6566 Tons

    Price: ₹4708/Ton

    Delivery Date: 15 June 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 6566 Tons of Industrial Solvent
    at ₹4708 per Ton.

    Delivery shall be completed by 15 June 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Industrial Solvent,6566 Tons,4708,15 June 2026,Advance Payment
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 4750 Tons

    Price: ₹42540/Ton

    Delivery Date: 4 August 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 4750 Tons of Fertilizer
    at ₹42540 per Ton.

    Delivery shall be completed by 4 August 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Fertilizer,4750 Tons,42540,4 August 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 281 Tons

    Price: ₹11077/Ton

    Delivery Date: 4 July 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 281 Tons of Plastic Granules
    at ₹11077 per Ton.

    Delivery shall be completed by 4 July 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Plastic Granules,281 Tons,11077,4 July 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 1655 Tons

    Price: ₹31224/Ton

    Delivery Date: 24 January 2026

    Payment Terms: 50% Advance

    ABC Chemicals agrees to supply 1655 Tons of Fertilizer
    at ₹31224 per Ton.

    Delivery shall be completed by 24 January 2026.

    Payment Terms: 50% Advance.
    ",ABC Chemicals,Fertilizer,1655 Tons,31224,24 January 2026,50% Advance
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 6446 Tons

    Price: ₹9745/Ton

    Delivery Date: 11 March 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 6446 Tons of Plastic Granules
    at ₹9745 per Ton.

    Delivery shall be completed by 11 March 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Plastic Granules,6446 Tons,9745,11 March 2026,50% Advance
"
    Supplier: ABC Chemicals

    Product: Plastic Granules

    Quantity: 6631 Tons

    Price: ₹5615/Ton

    Delivery Date: 25 May 2026

    Payment Terms: Net 30 Days

    ABC Chemicals agrees to supply 6631 Tons of Plastic Granules
    at ₹5615 per Ton.

    Delivery shall be completed by 25 May 2026.

    Payment Terms: Net 30 Days.
    ",ABC Chemicals,Plastic Granules,6631 Tons,5615,25 May 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 6235 Tons

    Price: ₹8015/Ton

    Delivery Date: 22 November 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 6235 Tons of Plastic Granules
    at ₹8015 per Ton.

    Delivery shall be completed by 22 November 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Plastic Granules,6235 Tons,8015,22 November 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 4199 Tons

    Price: ₹49649/Ton

    Delivery Date: 12 March 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 4199 Tons of Industrial Solvent
    at ₹49649 per Ton.

    Delivery shall be completed by 12 March 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Industrial Solvent,4199 Tons,49649,12 March 2026,Payment After Delivery
